Date,nino34,nino3,nino4,iod,soi,nino34_lag1,nino34_lag2,nino34_lag3,nino3_lag1,nino3_lag2,nino3_lag3,nino4_lag1,nino4_lag2,nino4_lag3,iod_lag1,iod_lag2,iod_lag3,soi_lag1,soi_lag2,soi_lag3,nino34_roll3,nino3_roll3,nino4_roll3,iod_roll3,soi_roll3,future_nino34
1969-06-01,-0.04,0.23,-0.04,-0.626,0.2,0.35,0.31,0.54,0.46,0.18,0.21,0.33,0.4,0.63,-0.166,-0.051,0.06,-0.2,-0.4,0.4,0.20666666666666636,0.29,0.23,-0.2810000000000001,-0.13333333333333322,-0.21
1969-07-01,-0.21,-0.09,-0.17,-0.407,-0.5,-0.04,0.35,0.31,0.23,0.46,0.18,-0.04,0.33,0.4,-0.626,-0.166,-0.051,0.2,-0.2,-0.4,0.03333333333333303,0.19999999999999998,0.04,-0.39966666666666667,-0.16666666666666652,0.16
1969-08-01,0.16,0.24,0.13,-0.35,-0.1,-0.21,-0.04,0.35,-0.09,0.23,0.46,-0.17,-0.04,0.33,-0.407,-0.626,-0.166,-0.5,0.2,-0.2,-0.030000000000000294,0.12666666666666668,-0.026666666666666672,-0.4610000000000001,-0.1333333333333332,0.43
1969-09-01,0.43,0.46,0.4,-0.248,-1.0,0.16,-0.21,-0.04,0.24,-0.09,0.23,0.13,-0.17,-0.04,-0.35,-0.407,-0.626,-0.1,-0.5,0.2,0.12666666666666637,0.20333333333333334,0.12,-0.335,-0.5333333333333332,0.62
1969-10-01,0.62,0.54,0.56,-0.2,-0.9,0.43,0.16,-0.21,0.46,0.24,-0.09,0.4,0.13,-0.17,-0.248,-0.35,-0.407,-1.0,-0.1,-0.5,0.40333333333333304,0.41333333333333333,0.36333333333333334,-0.26600000000000007,-0.6666666666666665,0.4
1969-11-01,0.4,0.51,0.49,-0.004,-0.1,0.62,0.43,0.16,0.54,0.46,0.24,0.56,0.4,0.13,-0.2,-0.248,-0.35,-0.9,-1.0,-0.1,0.4833333333333331,0.5033333333333333,0.4833333333333334,-0.15066666666666675,-0.6666666666666665,0.38
1969-12-01,0.38,0.64,0.39,-0.085,0.4,0.4,0.62,0.43,0.51,0.54,0.46,0.49,0.56,0.4,-0.004,-0.2,-0.248,-0.1,-0.9,-1.0,0.46666666666666634,0.5633333333333334,0.48000000000000004,-0.09633333333333342,-0.19999999999999987,0.28
1970-01-01,0.28,0.42,0.21,0.297,-1.1,0.38,0.4,0.62,0.64,0.51,0.54,0.39,0.49,0.56,-0.085,-0.004,-0.2,0.4,-0.1,-0.9,0.35333333333333306,0.5233333333333333,0.36333333333333334,0.06933333333333325,-0.26666666666666655,0.2
1970-02-01,0.2,0.0,0.29,0.326,-1.0,0.28,0.38,0.4,0.42,0.64,0.51,0.21,0.39,0.49,0.297,-0.085,-0.004,-1.1,0.4,-0.1,0.2866666666666664,0.35333333333333333,0.2966666666666667,0.17933333333333326,-0.5666666666666665,-0.14
1970-03-01,-0.14,-0.38,0.01,0.068,0.6,0.2,0.28,0.38,0.0,0.42,0.64,0.29,0.21,0.39,0.326,0.297,-0.085,-1.0,-1.1,0.4,0.11333333333333305,0.013333333333333327,0.17,0.23033333333333325,-0.49999999999999983,-0.08
1970-04-01,-0.08,-0.54,-0.05,0.219,-0.1,-0.14,0.2,0.28,-0.38,0.0,0.42,0.01,0.29,0.21,0.068,0.326,0.297,0.6,-1.0,-1.1,-0.006666666666666964,-0.3066666666666667,0.08333333333333336,0.20433333333333326,-0.16666666666666652,-0.3
1970-05-01,-0.3,-0.98,-0.09,0.182,0.4,-0.08,-0.14,0.2,-0.54,-0.38,0.0,-0.05,0.01,0.29,0.219,0.068,0.326,-0.1,0.6,-1.0,-0.17333333333333364,-0.6333333333333333,-0.043333333333333335,0.15633333333333324,0.30000000000000016,-0.69
1970-06-01,-0.69,-1.46,-0.35,-0.385,1.0,-0.3,-0.08,-0.14,-0.98,-0.54,-0.38,-0.09,-0.05,0.01,0.182,0.219,0.068,0.4,-0.1,0.6,-0.3566666666666669,-0.9933333333333333,-0.16333333333333333,0.0053333333333332456,0.4333333333333335,-1.08
1970-07-01,-1.08,-1.93,-0.46,-0.57,-0.4,-0.69,-0.3,-0.08,-1.46,-0.98,-0.54,-0.35,-0.09,-0.05,-0.385,0.182,0.219,1.0,0.4,-0.1,-0.6900000000000003,-1.4566666666666668,-0.3,-0.25766666666666677,0.3333333333333335,-1.26
1970-08-01,-1.26,-1.74,-0.9,-0.351,0.6,-1.08,-0.69,-0.3,-1.93,-1.46,-0.98,-0.46,-0.35,-0.09,-0.57,-0.385,0.182,-0.4,1.0,0.4,-1.0100000000000002,-1.71,-0.57,-0.4353333333333334,0.40000000000000013,-1.07
1970-09-01,-1.07,-1.27,-1.11,-0.6,1.2,-1.26,-1.08,-0.69,-1.74,-1.93,-1.46,-0.9,-0.46,-0.35,-0.351,-0.57,-0.385,0.6,-0.4,1.0,-1.136666666666667,-1.6466666666666665,-0.8233333333333334,-0.5070000000000001,0.4666666666666668,-1.12
1970-10-01,-1.12,-1.27,-1.17,-0.638,1.0,-1.07,-1.26,-1.08,-1.27,-1.74,-1.93,-1.11,-0.9,-0.46,-0.6,-0.351,-0.57,1.2,0.6,-0.4,-1.1500000000000004,-1.4266666666666667,-1.06,-0.5296666666666667,0.9333333333333335,-1.13
1970-11-01,-1.13,-1.48,-1.13,-0.307,1.6,-1.12,-1.07,-1.26,-1.27,-1.27,-1.74,-1.17,-1.11,-0.9,-0.638,-0.6,-0.351,1.0,1.2,0.6,-1.1066666666666671,-1.3399999999999999,-1.1366666666666667,-0.515,1.2666666666666668,-1.33
1970-12-01,-1.33,-1.32,-1.5,-0.235,1.9,-1.13,-1.12,-1.07,-1.48,-1.27,-1.27,-1.13,-1.17,-1.11,-0.307,-0.638,-0.6,1.6,1.0,1.2,-1.1933333333333336,-1.3566666666666667,-1.2666666666666666,-0.39333333333333337,1.5,-1.73
1971-01-01,-1.73,-1.58,-1.67,0.198,0.4,-1.33,-1.13,-1.12,-1.32,-1.48,-1.27,-1.5,-1.13,-1.17,-0.235,-0.307,-0.638,1.9,1.6,1.0,-1.3966666666666667,-1.46,-1.4333333333333333,-0.11466666666666674,1.3,-1.57
1971-02-01,-1.57,-1.57,-1.38,0.013,2.0,-1.73,-1.33,-1.13,-1.58,-1.32,-1.48,-1.67,-1.5,-1.13,0.198,-0.235,-0.307,0.4,1.9,1.6,-1.5433333333333337,-1.4900000000000002,-1.5166666666666666,-0.008000000000000068,1.4333333333333336,-1.36
1971-03-01,-1.36,-1.3,-1.31,0.208,2.3,-1.57,-1.73,-1.33,-1.57,-1.58,-1.32,-1.38,-1.67,-1.5,0.013,0.198,-0.235,2.0,0.4,1.9,-1.5533333333333337,-1.4833333333333334,-1.4533333333333331,0.1396666666666666,1.5666666666666667,-1.18
1971-04-01,-1.18,-1.04,-1.17,0.24,1.7,-1.36,-1.57,-1.73,-1.3,-1.57,-1.58,-1.31,-1.38,-1.67,0.208,0.013,0.198,2.3,2.0,0.4,-1.3700000000000003,-1.3033333333333335,-1.2866666666666666,0.1536666666666666,2.0,-0.98
1971-05-01,-0.98,-1.12,-1.07,-0.074,0.9,-1.18,-1.36,-1.57,-1.04,-1.3,-1.57,-1.17,-1.31,-1.38,0.24,0.208,0.013,1.7,2.3,2.0,-1.1733333333333336,-1.1533333333333333,-1.1833333333333333,0.12466666666666659,1.633333333333333,-1.13
1971-06-01,-1.13,-1.24,-1.14,-0.236,0.4,-0.98,-1.18,-1.36,-1.12,-1.04,-1.3,-1.07,-1.17,-1.31,-0.074,0.24,0.208,0.9,1.7,2.3,-1.096666666666667,-1.1333333333333335,-1.1266666666666667,-0.0233333333333334,1.0000000000000002,-1.17
1971-07-01,-1.17,-1.12,-1.2,-0.354,0.2,-1.13,-0.98,-1.18,-1.24,-1.12,-1.04,-1.14,-1.07,-1.17,-0.236,-0.074,0.24,0.4,0.9,1.7,-1.0933333333333335,-1.1600000000000001,-1.1366666666666667,-0.22133333333333338,0.5000000000000001,-1.1
1971-08-01,-1.1,-1.33,-1.25,-0.547,1.5,-1.17,-1.13,-0.98,-1.12,-1.24,-1.12,-1.2,-1.14,-1.07,-0.354,-0.236,-0.074,0.2,0.4,0.9,-1.1333333333333335,-1.2300000000000002,-1.1966666666666665,-0.37900000000000006,0.7000000000000002,-1.0
1971-09-01,-1.0,-1.04,-1.46,-0.746,1.4,-1.1,-1.17,-1.13,-1.33,-1.12,-1.24,-1.25,-1.2,-1.14,-0.547,-0.354,-0.236,1.5,0.2,0.4,-1.09,-1.1633333333333333,-1.3033333333333335,-0.549,1.0333333333333334,-1.24
1971-10-01,-1.24,-1.33,-1.32,-0.629,1.7,-1.0,-1.1,-1.17,-1.04,-1.33,-1.12,-1.46,-1.25,-1.2,-0.746,-0.547,-0.354,1.4,1.5,0.2,-1.1133333333333335,-1.2333333333333334,-1.343333333333333,-0.6406666666666667,1.5333333333333334,-1.15
1971-11-01,-1.15,-1.31,-0.98,0.017,0.5,-1.24,-1.0,-1.1,-1.33,-1.04,-1.33,-1.32,-1.46,-1.25,-0.629,-0.746,-0.547,1.7,1.4,1.5,-1.1300000000000001,-1.2266666666666668,-1.2533333333333332,-0.4526666666666668,1.2000000000000002,-1.23
1971-12-01,-1.23,-1.48,-0.68,0.215,0.3,-1.15,-1.24,-1.0,-1.31,-1.33,-1.04,-0.98,-1.32,-1.46,0.017,-0.629,-0.746,0.5,1.7,1.4,-1.206666666666667,-1.3733333333333333,-0.9933333333333333,-0.1323333333333334,0.8333333333333335,-0.92
1972-01-01,-0.92,-0.73,-0.69,0.143,0.5,-1.23,-1.15,-1.24,-1.48,-1.31,-1.33,-0.68,-0.98,-1.32,0.215,0.017,-0.629,0.3,0.5,1.7,-1.1000000000000003,-1.1733333333333333,-0.7833333333333333,0.12499999999999993,0.4333333333333335,-0.45
1972-02-01,-0.45,-0.52,-0.31,-0.216,1.1,-0.92,-1.23,-1.15,-0.73,-1.48,-1.31,-0.69,-0.68,-0.98,0.143,0.215,0.017,0.5,0.3,0.5,-0.8666666666666668,-0.91,-0.5599999999999999,0.04733333333333325,0.6333333333333335,-0.19
1972-03-01,-0.19,-0.29,-0.16,0.031,0.6,-0.45,-0.92,-1.23,-0.52,-0.73,-1.48,-0.31,-0.69,-0.68,-0.216,0.143,0.215,1.1,0.5,0.3,-0.5200000000000002,-0.5133333333333333,-0.38666666666666666,-0.014000000000000077,0.7333333333333335,0.07
1972-04-01,0.07,0.0,0.11,0.131,-0.1,-0.19,-0.45,-0.92,-0.29,-0.52,-0.73,-0.16,-0.31,-0.69,0.031,-0.216,0.143,0.6,1.1,0.5,-0.19000000000000025,-0.27,-0.12,-0.01800000000000007,0.5333333333333335,0.38
1972-05-01,0.38,0.21,0.11,0.157,-1.6,0.07,-0.19,-0.45,0.0,-0.29,-0.52,0.11,-0.16,-0.31,0.131,0.031,-0.216,-0.1,0.6,1.1,0.08666666666666645,-0.02666666666666666,0.02,0.10633333333333327,-0.36666666666666653,0.45
1972-06-01,0.45,0.61,0.1,0.739,-0.5,0.38,0.07,-0.19,0.21,0.0,-0.29,0.11,0.11,-0.16,0.157,0.131,0.031,-1.6,-0.1,0.6,0.29999999999999977,0.2733333333333333,0.10666666666666667,0.3423333333333332,-0.7333333333333333,0.85
1972-07-01,0.85,1.2,0.13,0.708,-1.4,0.45,0.38,0.07,0.61,0.21,0.0,0.1,0.11,0.11,0.739,0.157,0.131,-0.5,-1.6,-0.1,0.5599999999999997,0.6733333333333333,0.11333333333333334,0.5346666666666665,-1.1666666666666665,1.09
1972-08-01,1.09,1.63,-0.04,0.511,-0.5,0.85,0.45,0.38,1.2,0.61,0.21,0.13,0.1,0.11,0.708,0.739,0.157,-1.4,-0.5,-1.6,0.7966666666666665,1.1466666666666665,0.06333333333333334,0.6526666666666666,-0.7999999999999998,1.23
1972-09-01,1.23,1.43,0.11,0.363,-1.4,1.09,0.85,0.45,1.63,1.2,0.61,-0.04,0.13,0.1,0.511,0.708,0.739,-0.5,-1.4,-0.5,1.0566666666666664,1.42,0.06666666666666667,0.5273333333333333,-1.0999999999999999,1.54
1972-10-01,1.54,1.74,0.4,0.327,-0.9,1.23,1.09,0.85,1.43,1.63,1.2,0.11,-0.04,0.13,0.363,0.511,0.708,-1.4,-0.5,-1.4,1.2866666666666664,1.5999999999999999,0.15666666666666668,0.40033333333333326,-0.9333333333333331,1.9
1972-11-01,1.9,1.99,0.53,0.671,-0.3,1.54,1.23,1.09,1.74,1.43,1.63,0.4,0.11,-0.04,0.327,0.363,0.511,-0.9,-1.4,-0.5,1.5566666666666666,1.72,0.3466666666666667,0.4536666666666666,-0.8666666666666666,2.09
1972-12-01,2.09,2.25,0.67,0.477,-1.3,1.9,1.54,1.23,1.99,1.74,1.43,0.53,0.4,0.11,0.671,0.327,0.363,-0.3,-0.9,-1.4,1.843333333333333,1.9933333333333334,0.5333333333333333,0.49166666666666664,-0.8333333333333331,1.8
1973-01-01,1.8,1.78,0.67,0.043,-0.3,2.09,1.9,1.54,2.25,1.99,1.74,0.67,0.53,0.4,0.477,0.671,0.327,-1.3,-0.3,-0.9,1.9299999999999997,2.0066666666666664,0.6233333333333334,0.39699999999999996,-0.6333333333333332,1.2
1973-02-01,1.2,0.79,0.4,-0.077,-1.4,1.8,2.09,1.9,1.78,2.25,1.99,0.67,0.67,0.53,0.043,0.477,0.671,-0.3,-1.3,-0.3,1.6966666666666665,1.6066666666666665,0.58,0.1476666666666666,-0.9999999999999999,0.27
1973-03-01,0.27,0.09,0.01,-0.001,0.7,1.2,1.8,2.09,0.79,1.78,2.25,0.4,0.67,0.67,-0.077,0.043,0.477,-1.4,-0.3,-1.3,1.0899999999999999,0.8866666666666666,0.36000000000000004,-0.011666666666666705,-0.3333333333333332,-0.58
1973-04-01,-0.58,-0.83,-0.37,-0.117,0.1,0.27,1.2,1.8,0.09,0.79,1.78,0.01,0.4,0.67,-0.001,-0.077,0.043,0.7,-1.4,-0.3,0.2966666666666665,0.016666666666666535,0.013333333333333345,-0.06500000000000004,-0.19999999999999984,-0.97
1973-05-01,-0.97,-1.32,-0.43,0.085,0.4,-0.58,0.27,1.2,-0.83,0.09,0.79,-0.37,0.01,0.4,-0.117,-0.001,-0.077,0.1,0.7,-1.4,-0.42666666666666675,-0.6866666666666669,-0.26333333333333336,-0.011000000000000038,0.40000000000000013,-1.18
1973-06-01,-1.18,-1.41,-0.82,-0.225,1.1,-0.97,-0.58,0.27,-1.32,-0.83,0.09,-0.43,-0.37,0.01,0.085,-0.117,-0.001,0.4,0.1,0.7,-0.9100000000000001,-1.1866666666666668,-0.5399999999999999,-0.08566666666666671,0.5333333333333335,-1.54
1973-07-01,-1.54,-1.66,-1.05,-0.495,0.6,-1.18,-0.97,-0.58,-1.41,-1.32,-0.83,-0.82,-0.43,-0.37,-0.225,0.085,-0.117,1.1,0.4,0.1,-1.2300000000000002,-1.4633333333333336,-0.7666666666666666,-0.2116666666666667,0.7000000000000002,-1.63
1973-08-01,-1.63,-1.62,-1.35,-0.607,1.3,-1.54,-1.18,-0.97,-1.66,-1.41,-1.32,-1.05,-0.82,-0.43,-0.495,-0.225,0.085,0.6,1.1,0.4,-1.4500000000000002,-1.5633333333333335,-1.0733333333333333,-0.4423333333333333,1.0000000000000002,-1.66
1973-09-01,-1.66,-1.52,-1.49,-0.773,1.2,-1.63,-1.54,-1.18,-1.62,-1.66,-1.41,-1.35,-1.05,-0.82,-0.607,-0.495,-0.225,1.3,0.6,1.1,-1.61,-1.6000000000000003,-1.2966666666666666,-0.625,1.0333333333333334,-1.98
1973-10-01,-1.98,-1.69,-1.65,-0.449,0.8,-1.66,-1.63,-1.54,-1.52,-1.62,-1.66,-1.49,-1.35,-1.05,-0.773,-0.607,-0.495,1.2,1.3,0.6,-1.7566666666666668,-1.61,-1.4966666666666668,-0.6096666666666667,1.1,-2.37
1973-11-01,-2.37,-1.82,-1.92,-0.157,2.6,-1.98,-1.66,-1.63,-1.69,-1.52,-1.62,-1.65,-1.49,-1.35,-0.449,-0.773,-0.607,0.8,1.2,1.3,-2.0033333333333334,-1.6766666666666667,-1.6866666666666668,-0.4596666666666667,1.5333333333333334,-2.26
1973-12-01,-2.26,-1.85,-2.04,0.047,1.8,-2.37,-1.98,-1.66,-1.82,-1.69,-1.52,-1.92,-1.65,-1.49,-0.157,-0.449,-0.773,2.6,0.8,1.2,-2.2033333333333336,-1.7866666666666668,-1.8699999999999999,-0.18633333333333338,1.7333333333333334,-2.09
1974-01-01,-2.09,-1.8,-2.02,0.279,2.4,-2.26,-2.37,-1.98,-1.85,-1.82,-1.69,-2.04,-1.92,-1.65,0.047,-0.157,-0.449,1.8,2.6,0.8,-2.24,-1.8233333333333335,-1.9933333333333334,0.05633333333333331,2.266666666666667,-1.66
1974-02-01,-1.66,-1.34,-1.48,0.156,2.1,-2.09,-2.26,-2.37,-1.8,-1.85,-1.82,-2.02,-2.04,-1.92,0.279,0.047,-0.157,2.4,1.8,2.6,-2.0033333333333334,-1.6633333333333333,-1.8466666666666667,0.16066666666666665,2.1,-1.45
1974-03-01,-1.45,-0.96,-1.15,0.249,2.4,-1.66,-2.09,-2.26,-1.34,-1.8,-1.85,-1.48,-2.02,-2.04,0.156,0.279,0.047,2.1,2.4,1.8,-1.7333333333333336,-1.366666666666667,-1.55,0.22799999999999998,2.3000000000000003,-1.36
1974-04-01,-1.36,-0.81,-1.2,-0.053,0.9,-1.45,-1.66,-2.09,-0.96,-1.34,-1.8,-1.15,-1.48,-2.02,0.249,0.156,0.279,2.4,2.1,2.4,-1.4900000000000002,-1.0366666666666668,-1.2766666666666666,0.11733333333333329,1.8000000000000005,-1.29
1974-05-01,-1.29,-0.89,-1.14,-0.239,1.0,-1.36,-1.45,-1.66,-0.81,-0.96,-1.34,-1.2,-1.15,-1.48,-0.053,0.249,0.156,0.9,2.4,2.1,-1.366666666666667,-0.8866666666666668,-1.1633333333333333,-0.014333333333333365,1.4333333333333336,-1.2
1974-06-01,-1.2,-0.84,-1.08,-0.027,0.4,-1.29,-1.36,-1.45,-0.89,-0.81,-0.96,-1.14,-1.2,-1.15,-0.239,-0.053,0.249,1.0,0.9,2.4,-1.2833333333333337,-0.8466666666666668,-1.14,-0.10633333333333338,0.7666666666666669,-0.9
1974-07-01,-0.9,-0.59,-1.16,-0.249,1.1,-1.2,-1.29,-1.36,-0.84,-0.89,-0.81,-1.08,-1.14,-1.2,-0.027,-0.239,-0.053,0.4,1.0,0.9,-1.1300000000000003,-0.7733333333333334,-1.1266666666666667,-0.17166666666666672,0.8333333333333336,-0.52
1974-08-01,-0.52,-0.4,-0.82,-0.497,0.8,-0.9,-1.2,-1.29,-0.59,-0.84,-0.89,-1.16,-1.08,-1.14,-0.249,-0.027,-0.239,1.1,0.4,1.0,-0.8733333333333335,-0.6100000000000001,-1.02,-0.2576666666666667,0.766666666666667,-0.64
1974-09-01,-0.64,-0.63,-1.05,-0.661,1.1,-0.52,-0.9,-1.2,-0.4,-0.59,-0.84,-0.82,-1.16,-1.08,-0.497,-0.249,-0.027,0.8,1.1,0.4,-0.686666666666667,-0.5400000000000001,-1.01,-0.46900000000000003,1.0000000000000004,-0.94
1974-10-01,-0.94,-1.03,-1.23,-0.845,0.9,-0.64,-0.52,-0.9,-0.63,-0.4,-0.59,-1.05,-0.82,-1.16,-0.661,-0.497,-0.249,1.1,0.8,1.1,-0.7000000000000003,-0.6866666666666669,-1.0333333333333332,-0.6676666666666667,0.9333333333333337,-1.09
1974-11-01,-1.09,-1.11,-1.14,-0.551,-0.1,-0.94,-0.64,-0.52,-1.03,-0.63,-0.4,-1.23,-1.05,-0.82,-0.845,-0.661,-0.497,0.9,1.1,0.8,-0.8900000000000002,-0.9233333333333335,-1.14,-0.6856666666666668,0.6333333333333336,-0.97
1974-12-01,-0.97,-1.04,-1.12,-0.36,0.2,-1.09,-0.94,-0.64,-1.11,-1.03,-0.63,-1.14,-1.23,-1.05,-0.551,-0.845,-0.661,-0.1,0.9,1.1,-1.0000000000000002,-1.0600000000000003,-1.1633333333333333,-0.5853333333333334,0.3333333333333337,-0.45
1975-01-01,-0.45,-0.54,-0.71,-0.367,-0.5,-0.97,-1.09,-0.94,-1.04,-1.11,-1.03,-1.12,-1.14,-1.23,-0.36,-0.551,-0.845,0.2,-0.1,0.9,-0.836666666666667,-0.8966666666666668,-0.9899999999999999,-0.426,-0.13333333333333297,-0.68
1975-02-01,-0.68,-0.85,-0.55,-0.249,0.8,-0.45,-0.97,-1.09,-0.54,-1.04,-1.11,-0.71,-1.12,-1.14,-0.367,-0.36,-0.551,-0.5,0.2,-0.1,-0.7000000000000003,-0.81,-0.7933333333333333,-0.32533333333333336,0.16666666666666705,-1.09
1975-03-01,-1.09,-0.87,-0.86,-0.464,1.6,-0.68,-0.45,-0.97,-0.85,-0.54,-1.04,-0.55,-0.71,-1.12,-0.249,-0.367,-0.36,0.8,-0.5,0.2,-0.7400000000000003,-0.7533333333333334,-0.7066666666666666,-0.36000000000000004,0.6333333333333337,-0.96
1975-04-01,-0.96,-0.57,-0.99,0.087,1.2,-1.09,-0.68,-0.45,-0.87,-0.85,-0.54,-0.86,-0.55,-0.71,-0.464,-0.249,-0.367,1.6,0.8,-0.5,-0.9100000000000005,-0.7633333333333333,-0.7999999999999999,-0.2086666666666667,1.2000000000000004,-1.13
1975-05-01,-1.13,-1.09,-1.15,0.066,0.6,-0.96,-1.09,-0.68,-0.57,-0.87,-0.85,-0.99,-0.86,-0.55,0.087,-0.464,-0.249,1.2,1.6,0.8,-1.0600000000000003,-0.8433333333333334,-1.0,-0.10366666666666673,1.1333333333333337,-1.5
1975-06-01,-1.5,-1.4,-1.43,0.055,1.3,-1.13,-0.96,-1.09,-1.09,-0.57,-0.87,-1.15,-0.99,-0.86,0.066,0.087,-0.464,0.6,1.2,1.6,-1.196666666666667,-1.0200000000000002,-1.19,0.06933333333333329,1.0333333333333339,-1.39
1975-07-01,-1.39,-1.19,-1.53,-0.039,1.9,-1.5,-1.13,-0.96,-1.4,-1.09,-0.57,-1.43,-1.15,-0.99,0.055,0.066,0.087,1.3,0.6,1.2,-1.3400000000000005,-1.2266666666666668,-1.3699999999999999,0.027333333333333296,1.266666666666667,-1.52
1975-08-01,-1.52,-1.08,-1.76,-0.344,2.0,-1.39,-1.5,-1.13,-1.19,-1.4,-1.09,-1.53,-1.43,-1.15,-0.039,0.055,0.066,1.9,1.3,0.6,-1.4700000000000004,-1.2233333333333334,-1.5733333333333333,-0.10933333333333335,1.7333333333333336,-1.66
1975-09-01,-1.66,-1.41,-2.05,-0.857,2.1,-1.52,-1.39,-1.5,-1.08,-1.19,-1.4,-1.76,-1.53,-1.43,-0.344,-0.039,0.055,2.0,1.9,1.3,-1.5233333333333337,-1.2266666666666668,-1.78,-0.41333333333333333,2.0000000000000004,-1.83
1975-10-01,-1.83,-1.61,-2.21,-1.056,1.7,-1.66,-1.52,-1.39,-1.41,-1.08,-1.19,-2.05,-1.76,-1.53,-0.857,-0.344,-0.039,2.1,2.0,1.9,-1.6700000000000002,-1.366666666666667,-2.0066666666666664,-0.7523333333333334,1.9333333333333336,-1.66
1975-11-01,-1.66,-1.44,-2.11,-0.328,1.2,-1.83,-1.66,-1.52,-1.61,-1.41,-1.08,-2.21,-2.05,-1.76,-1.056,-0.857,-0.344,1.7,2.1,2.0,-1.7166666666666668,-1.4866666666666666,-2.123333333333333,-0.747,1.6666666666666672,-1.93
1975-12-01,-1.93,-1.81,-2.15,-0.17,2.1,-1.66,-1.83,-1.66,-1.44,-1.61,-1.41,-2.11,-2.21,-2.05,-0.328,-1.056,-0.857,1.2,1.7,2.1,-1.8066666666666669,-1.62,-2.1566666666666667,-0.518,1.6666666666666672,-2.01
1976-01-01,-2.01,-1.9,-1.74,0.005,1.4,-1.93,-1.66,-1.83,-1.81,-1.44,-1.61,-2.15,-2.11,-2.21,-0.17,-0.328,-1.056,2.1,1.2,1.7,-1.866666666666667,-1.7166666666666668,-2.0,-0.16433333333333336,1.566666666666667,-1.26
1976-02-01,-1.26,-1.1,-1.3,0.077,1.7,-2.01,-1.93,-1.66,-1.9,-1.81,-1.44,-1.74,-2.15,-2.11,0.005,-0.17,-0.328,1.4,2.1,1.2,-1.7333333333333336,-1.6033333333333335,-1.7299999999999998,-0.029333333333333336,1.7333333333333336,-0.82
1976-03-01,-0.82,-0.67,-0.98,0.02,1.7,-1.26,-2.01,-1.93,-1.1,-1.9,-1.81,-1.3,-1.74,-2.15,0.077,0.005,-0.17,1.7,1.4,2.1,-1.3633333333333335,-1.2233333333333334,-1.3399999999999999,0.034,1.6000000000000003,-0.93
1976-04-01,-0.93,-0.66,-0.82,0.122,0.3,-0.82,-1.26,-2.01,-0.67,-1.1,-1.9,-0.98,-1.3,-1.74,0.02,0.077,0.005,1.7,1.7,1.4,-1.0033333333333339,-0.8100000000000002,-1.0333333333333332,0.073,1.2333333333333336,-0.74
1976-05-01,-0.74,-0.34,-0.77,-0.004,0.4,-0.93,-0.82,-1.26,-0.66,-0.67,-1.1,-0.82,-0.98,-1.3,0.122,0.02,0.077,0.3,1.7,1.7,-0.8300000000000004,-0.5566666666666668,-0.8566666666666666,0.046000000000000006,0.8000000000000004,-0.38
1976-06-01,-0.38,0.33,-0.76,0.369,0.3,-0.74,-0.93,-0.82,-0.34,-0.66,-0.67,-0.77,-0.82,-0.98,-0.004,0.122,0.02,0.4,0.3,1.7,-0.6833333333333339,-0.22333333333333347,-0.7833333333333333,0.16233333333333333,0.33333333333333376,-0.16
1976-07-01,-0.16,0.43,-0.72,0.594,-0.9,-0.38,-0.74,-0.93,0.33,-0.34,-0.66,-0.76,-0.77,-0.82,0.369,-0.004,0.122,0.3,0.4,0.3,-0.42666666666666714,0.13999999999999993,-0.75,0.31966666666666665,-0.06666666666666625,0.12
1976-08-01,0.12,0.76,-0.62,0.107,-0.8,-0.16,-0.38,-0.74,0.43,0.33,-0.34,-0.72,-0.76,-0.77,0.594,0.369,-0.004,-0.9,0.3,0.4,-0.14000000000000046,0.5066666666666666,-0.7000000000000001,0.3566666666666667,-0.4666666666666663,0.3
1976-09-01,0.3,0.82,-0.5,-0.208,-1.1,0.12,-0.16,-0.38,0.76,0.43,0.33,-0.62,-0.72,-0.76,0.107,0.594,0.369,-0.8,-0.9,0.3,0.08666666666666623,0.6699999999999999,-0.6133333333333333,0.16433333333333333,-0.933333333333333,0.75
1976-10-01,0.75,0.91,-0.03,-0.231,0.4,0.3,0.12,-0.16,0.82,0.76,0.43,-0.5,-0.62,-0.72,-0.208,0.107,0.594,-1.1,-0.8,-0.9,0.3899999999999995,0.83,-0.38333333333333336,-0.11066666666666665,-0.49999999999999956,0.71
1976-11-01,0.71,0.78,0.09,-0.181,0.7,0.75,0.3,0.12,0.91,0.82,0.76,-0.03,-0.5,-0.62,-0.231,-0.208,0.107,0.4,-1.1,-0.8,0.5866666666666661,0.8366666666666666,-0.14666666666666667,-0.20666666666666667,4.070817756958907e-16,0.49
1976-12-01,0.49,0.66,-0.25,0.028,-0.3,0.71,0.75,0.3,0.78,0.91,0.82,0.09,-0.03,-0.5,-0.181,-0.231,-0.208,0.7,0.4,-1.1,0.6499999999999996,0.7833333333333333,-0.06333333333333334,-0.128,0.2666666666666671,0.78
1977-01-01,0.78,0.88,-0.1,-0.003,-0.4,0.49,0.71,0.75,0.66,0.78,0.91,-0.25,0.09,-0.03,0.028,-0.181,-0.231,-0.3,0.7,0.4,0.6599999999999996,0.7733333333333333,-0.08666666666666667,-0.052,4.625929269271486e-16,0.37
