Date,nino34,nino3,nino4,iod,soi,nino34_lag1,nino34_lag2,nino34_lag3,nino3_lag1,nino3_lag2,nino3_lag3,nino4_lag1,nino4_lag2,nino4_lag3,iod_lag1,iod_lag2,iod_lag3,soi_lag1,soi_lag2,soi_lag3,nino34_roll3,nino3_roll3,nino4_roll3,iod_roll3,soi_roll3,future_nino34
1951-04-01,-0.23,-0.21,-0.42,-0.513,-0.3,-0.38,-1.04,-1.3,-0.33,-0.76,-0.87,-0.58,-1.11,-1.1,0.259,0.211,0.256,-0.1,0.9,1.5,-0.55,-0.4333333333333333,-0.7033333333333333,-0.014333333333333345,0.16666666666666666,-0.01
1951-05-01,-0.01,-0.18,0.26,-0.138,-0.7,-0.23,-0.38,-1.04,-0.21,-0.33,-0.76,-0.42,-0.58,-1.11,-0.513,0.259,0.211,-0.3,-0.1,0.9,-0.20666666666666667,-0.24,-0.24666666666666667,-0.13066666666666668,-0.3666666666666667,0.0
1951-06-01,0.0,0.04,0.08,-0.19,0.2,-0.01,-0.23,-0.38,-0.18,-0.21,-0.33,0.26,-0.42,-0.58,-0.138,-0.513,0.259,-0.7,-0.3,-0.1,-0.08,-0.11666666666666665,-0.026666666666666658,-0.2803333333333333,-0.2666666666666666,0.3
1951-07-01,0.3,0.62,0.23,-0.22,-1.0,0.0,-0.01,-0.23,0.04,-0.18,-0.21,0.08,0.26,-0.42,-0.19,-0.138,-0.513,0.2,-0.7,-0.3,0.09666666666666666,0.16,0.19000000000000003,-0.18266666666666667,-0.5,0.17
1951-08-01,0.17,0.41,-0.26,0.124,-0.2,0.3,0.0,-0.01,0.62,0.04,-0.18,0.23,0.08,0.26,-0.22,-0.19,-0.138,-1.0,0.2,-0.7,0.15666666666666665,0.35666666666666663,0.01666666666666668,-0.09533333333333334,-0.3333333333333333,0.51
1951-09-01,0.51,0.46,-0.12,-0.005,-1.1,0.17,0.3,0.0,0.41,0.62,0.04,-0.26,0.23,0.08,0.124,-0.22,-0.19,-0.2,-1.0,0.2,0.32666666666666666,0.4966666666666666,-0.04999999999999999,-0.03366666666666667,-0.7666666666666666,0.49
1951-10-01,0.49,0.6,-0.22,-0.168,-1.0,0.51,0.17,0.3,0.46,0.41,0.62,-0.12,-0.26,0.23,-0.005,0.124,-0.22,-1.1,-0.2,-1.0,0.38999999999999996,0.49,-0.19999999999999998,-0.01633333333333334,-0.7666666666666666,0.55
1951-11-01,0.55,0.8,-0.04,0.123,-0.8,0.49,0.51,0.17,0.6,0.46,0.41,-0.22,-0.12,-0.26,-0.168,-0.005,0.124,-1.0,-1.1,-0.2,0.5166666666666667,0.62,-0.12666666666666665,-0.016666666666666673,-0.9666666666666667,0.31
1951-12-01,0.31,0.61,0.04,-0.073,-0.7,0.55,0.49,0.51,0.8,0.6,0.46,-0.04,-0.22,-0.12,0.123,-0.168,-0.005,-0.8,-1.0,-1.1,0.45,0.6699999999999999,-0.07333333333333332,-0.03933333333333334,-0.8333333333333334,0.13
1952-01-01,0.13,0.14,-0.04,-0.069,-0.9,0.31,0.55,0.49,0.61,0.8,0.6,0.04,-0.04,-0.22,-0.073,0.123,-0.168,-0.7,-0.8,-1.0,0.33,0.5166666666666667,-0.013333333333333324,-0.006333333333333334,-0.7999999999999999,-0.01
1952-02-01,-0.01,-0.04,-0.16,0.08,-0.6,0.13,0.31,0.55,0.14,0.61,0.8,-0.04,0.04,-0.04,-0.069,-0.073,0.123,-0.9,-0.7,-0.8,0.14333333333333334,0.23666666666666666,-0.05333333333333332,-0.02066666666666667,-0.7333333333333334,-0.11
1952-03-01,-0.11,-0.15,-0.34,0.126,0.5,-0.01,0.13,0.31,-0.04,0.14,0.61,-0.16,-0.04,0.04,0.08,-0.069,-0.073,-0.6,-0.9,-0.7,0.003333333333333336,-0.016666666666666663,-0.18000000000000002,0.04566666666666667,-0.3333333333333333,-0.02
1952-04-01,-0.02,-0.31,-0.16,0.073,-0.2,-0.11,-0.01,0.13,-0.15,-0.04,0.14,-0.34,-0.16,-0.04,0.126,0.08,-0.069,0.5,-0.6,-0.9,-0.04666666666666666,-0.16666666666666666,-0.21999999999999997,0.09300000000000001,-0.09999999999999999,-0.14
1952-05-01,-0.14,-0.61,-0.25,-0.148,0.8,-0.02,-0.11,-0.01,-0.31,-0.15,-0.04,-0.16,-0.34,-0.16,0.073,0.126,0.08,-0.2,0.5,-0.6,-0.09000000000000001,-0.3566666666666667,-0.25,0.016999999999999998,0.3666666666666667,-0.54
1952-06-01,-0.54,-0.92,-0.47,0.02,0.7,-0.14,-0.02,-0.11,-0.61,-0.31,-0.15,-0.25,-0.16,-0.34,-0.148,0.073,0.126,0.8,-0.2,0.5,-0.23333333333333336,-0.6133333333333333,-0.2933333333333333,-0.018333333333333337,0.43333333333333335,-0.76
1952-07-01,-0.76,-0.99,-0.77,-0.43,0.5,-0.54,-0.14,-0.02,-0.92,-0.61,-0.31,-0.47,-0.25,-0.16,0.02,-0.148,0.073,0.7,0.8,-0.2,-0.48,-0.84,-0.4966666666666666,-0.18600000000000003,0.6666666666666666,-0.56
1952-08-01,-0.56,-0.68,-0.79,-0.463,0.1,-0.76,-0.54,-0.14,-0.99,-0.92,-0.61,-0.77,-0.47,-0.25,-0.43,0.02,-0.148,0.5,0.7,0.8,-0.6200000000000001,-0.8633333333333333,-0.6766666666666666,-0.291,0.43333333333333335,-0.36
1952-09-01,-0.36,-0.64,-0.37,-0.607,-0.2,-0.56,-0.76,-0.54,-0.68,-0.99,-0.92,-0.79,-0.77,-0.47,-0.463,-0.43,0.02,0.1,0.5,0.7,-0.56,-0.77,-0.6433333333333333,-0.5,0.13333333333333333,-0.46
1952-10-01,-0.46,-0.62,-0.7,-0.546,0.4,-0.36,-0.56,-0.76,-0.64,-0.68,-0.99,-0.37,-0.79,-0.77,-0.607,-0.463,-0.43,-0.2,0.1,0.5,-0.46,-0.6466666666666666,-0.62,-0.5386666666666667,0.10000000000000002,-0.78
1952-11-01,-0.78,-1.03,-0.54,-0.171,0.0,-0.46,-0.36,-0.56,-0.62,-0.64,-0.68,-0.7,-0.37,-0.79,-0.546,-0.607,-0.463,0.4,-0.2,0.1,-0.5333333333333333,-0.7633333333333333,-0.5366666666666666,-0.44133333333333336,0.06666666666666668,-0.39
1952-12-01,-0.39,-0.56,-0.69,-0.03,-1.2,-0.78,-0.46,-0.36,-1.03,-0.62,-0.64,-0.54,-0.7,-0.37,-0.171,-0.546,-0.607,0.0,0.4,-0.2,-0.5433333333333334,-0.7366666666666667,-0.6433333333333332,-0.24900000000000003,-0.26666666666666666,0.2
1953-01-01,0.2,0.06,-0.34,0.304,0.3,-0.39,-0.78,-0.46,-0.56,-1.03,-0.62,-0.69,-0.54,-0.7,-0.03,-0.171,-0.546,-1.2,0.0,0.4,-0.3233333333333333,-0.51,-0.5233333333333333,0.03433333333333333,-0.3,0.24
1953-02-01,0.24,0.22,-0.22,0.285,-0.5,0.2,-0.39,-0.78,0.06,-0.56,-1.03,-0.34,-0.69,-0.54,0.304,-0.03,-0.171,0.3,-1.2,0.0,0.016666666666666663,-0.09333333333333334,-0.4166666666666666,0.18633333333333332,-0.4666666666666666,0.29
1953-03-01,0.29,0.31,-0.29,0.188,-0.2,0.24,0.2,-0.39,0.22,0.06,-0.56,-0.22,-0.34,-0.69,0.285,0.304,-0.03,-0.5,0.3,-1.2,0.24333333333333332,0.19666666666666666,-0.28333333333333327,0.259,-0.13333333333333333,0.22
1953-04-01,0.22,0.13,-0.14,-0.054,0.2,0.29,0.24,0.2,0.31,0.22,0.06,-0.29,-0.22,-0.34,0.188,0.285,0.304,-0.2,-0.5,0.3,0.25,0.22,-0.2166666666666666,0.13966666666666666,-0.16666666666666666,0.35
1953-05-01,0.35,0.12,0.01,0.316,-1.7,0.22,0.29,0.24,0.13,0.31,0.22,-0.14,-0.29,-0.22,-0.054,0.188,0.285,0.2,-0.2,-0.5,0.2866666666666667,0.18666666666666665,-0.13999999999999993,0.15,-0.5666666666666667,0.39
1953-06-01,0.39,0.26,0.18,-0.113,0.1,0.35,0.22,0.29,0.12,0.13,0.31,0.01,-0.14,-0.29,0.316,-0.054,0.188,-1.7,0.2,-0.2,0.32,0.17,0.0166666666666667,0.04966666666666667,-0.4666666666666666,0.14
1953-07-01,0.14,-0.07,-0.05,-0.178,-0.0,0.39,0.35,0.22,0.26,0.12,0.13,0.18,0.01,-0.14,-0.113,0.316,-0.054,0.1,-1.7,0.2,0.29333333333333333,0.10333333333333333,0.04666666666666671,0.00833333333333334,-0.5333333333333333,0.09
1953-08-01,0.09,-0.06,-0.22,-0.231,-1.2,0.14,0.39,0.35,-0.07,0.26,0.12,-0.05,0.18,0.01,-0.178,-0.113,0.316,-0.0,0.1,-1.7,0.20666666666666667,0.043333333333333335,-0.02999999999999997,-0.17400000000000002,-0.36666666666666664,0.29
1953-09-01,0.29,0.28,-0.46,-0.24,-1.2,0.09,0.14,0.39,-0.06,-0.07,0.26,-0.22,-0.05,0.18,-0.231,-0.178,-0.113,-1.2,-0.0,0.1,0.17333333333333334,0.05000000000000001,-0.24333333333333332,-0.21633333333333335,-0.7999999999999999,0.16
1953-10-01,0.16,0.12,-0.1,-0.312,0.1,0.29,0.09,0.14,0.28,-0.06,-0.07,-0.46,-0.22,-0.05,-0.24,-0.231,-0.178,-1.2,-1.2,-0.0,0.18000000000000002,0.11333333333333334,-0.25999999999999995,-0.26099999999999995,-0.7666666666666666,0.18
1953-11-01,0.18,0.04,-0.11,-0.136,-0.3,0.16,0.29,0.09,0.12,0.28,-0.06,-0.1,-0.46,-0.22,-0.312,-0.24,-0.231,0.1,-1.2,-1.2,0.21,0.14666666666666667,-0.2233333333333333,-0.2293333333333333,-0.4666666666666666,0.41
1953-12-01,0.41,0.2,0.03,-0.119,-0.5,0.18,0.16,0.29,0.04,0.12,0.28,-0.11,-0.1,-0.46,-0.136,-0.312,-0.24,-0.3,0.1,-1.2,0.25,0.12,-0.05999999999999996,-0.18899999999999997,-0.2333333333333333,0.43
1954-01-01,0.43,-0.16,0.04,-0.339,0.7,0.41,0.18,0.16,0.2,0.04,0.12,0.03,-0.11,-0.1,-0.119,-0.136,-0.312,-0.5,-0.3,0.1,0.34,0.026666666666666672,-0.013333333333333296,-0.19799999999999998,-0.033333333333333326,0.28
1954-02-01,0.28,-0.13,-0.02,-0.271,-0.3,0.43,0.41,0.18,-0.16,0.2,0.04,0.04,0.03,-0.11,-0.339,-0.119,-0.136,0.7,-0.5,-0.3,0.37333333333333335,-0.03,0.016666666666666705,-0.243,-0.03333333333333335,-0.38
1954-03-01,-0.38,-0.65,-0.35,-0.162,0.3,0.28,0.43,0.41,-0.13,-0.16,0.2,-0.02,0.04,0.03,-0.271,-0.339,-0.119,-0.3,0.7,-0.5,0.11,-0.31333333333333335,-0.10999999999999995,-0.25733333333333336,0.2333333333333333,-1.17
1954-04-01,-1.17,-1.97,-0.71,-0.009,0.6,-0.38,0.28,0.43,-0.65,-0.13,-0.16,-0.35,-0.02,0.04,-0.162,-0.271,-0.339,0.3,-0.3,0.7,-0.42333333333333334,-0.9166666666666666,-0.35999999999999993,-0.14733333333333332,0.19999999999999998,-0.81
1954-05-01,-0.81,-1.64,-0.71,-0.55,0.5,-1.17,-0.38,0.28,-1.97,-0.65,-0.13,-0.71,-0.35,-0.02,-0.009,-0.162,-0.271,0.6,0.3,-0.3,-0.7866666666666667,-1.42,-0.59,-0.24033333333333332,0.4666666666666666,-0.93
1954-06-01,-0.93,-1.58,-0.8,-0.504,0.1,-0.81,-1.17,-0.38,-1.64,-1.97,-0.65,-0.71,-0.71,-0.35,-0.55,-0.009,-0.162,0.5,0.6,0.3,-0.9700000000000001,-1.7299999999999998,-0.7399999999999999,-0.35433333333333333,0.4000000000000001,-1.18
1954-07-01,-1.18,-1.46,-1.08,-0.855,0.4,-0.93,-0.81,-1.17,-1.58,-1.64,-1.97,-0.8,-0.71,-0.71,-0.504,-0.55,-0.009,0.1,0.5,0.6,-0.9733333333333335,-1.5599999999999998,-0.8633333333333333,-0.6363333333333333,0.3333333333333333,-1.43
1954-08-01,-1.43,-1.56,-1.16,-0.631,1.1,-1.18,-0.93,-0.81,-1.46,-1.58,-1.64,-1.08,-0.8,-0.71,-0.855,-0.504,-0.55,0.4,0.1,0.5,-1.18,-1.5333333333333334,-1.0133333333333334,-0.6633333333333333,0.5333333333333333,-1.6
1954-09-01,-1.6,-1.73,-1.27,-0.718,0.2,-1.43,-1.18,-0.93,-1.56,-1.46,-1.58,-1.16,-1.08,-0.8,-0.631,-0.855,-0.504,1.1,0.4,0.1,-1.4033333333333333,-1.5833333333333333,-1.1700000000000002,-0.7346666666666666,0.5666666666666667,-1.48
1954-10-01,-1.48,-1.66,-1.48,-0.836,0.3,-1.6,-1.43,-1.18,-1.73,-1.56,-1.46,-1.27,-1.16,-1.08,-0.718,-0.631,-0.855,0.2,1.1,0.4,-1.5033333333333336,-1.6500000000000001,-1.3033333333333332,-0.7283333333333332,0.5333333333333333,-1.13
1954-11-01,-1.13,-1.46,-1.16,-0.45,0.1,-1.48,-1.6,-1.43,-1.66,-1.73,-1.56,-1.48,-1.27,-1.16,-0.836,-0.718,-0.631,0.3,0.2,1.1,-1.4033333333333335,-1.6166666666666665,-1.3033333333333335,-0.668,0.19999999999999998,-1.33
1954-12-01,-1.33,-1.55,-1.24,-0.053,1.4,-1.13,-1.48,-1.6,-1.46,-1.66,-1.73,-1.16,-1.48,-1.27,-0.45,-0.836,-0.718,0.1,0.3,0.2,-1.3133333333333335,-1.5566666666666666,-1.2933333333333332,-0.4463333333333333,0.6,-0.93
1955-01-01,-0.93,-0.86,-0.91,-0.049,-0.5,-1.33,-1.13,-1.48,-1.55,-1.46,-1.66,-1.24,-1.16,-1.48,-0.053,-0.45,-0.836,1.4,0.1,0.3,-1.1300000000000001,-1.29,-1.1033333333333333,-0.18399999999999997,0.33333333333333326,-0.95
1955-02-01,-0.95,-0.71,-1.09,-0.153,1.9,-0.93,-1.33,-1.13,-0.86,-1.55,-1.46,-0.91,-1.24,-1.16,-0.049,-0.053,-0.45,-0.5,1.4,0.1,-1.0700000000000003,-1.04,-1.08,-0.08499999999999996,0.9333333333333332,-1.06
1955-03-01,-1.06,-0.9,-1.23,0.019,0.6,-0.95,-0.93,-1.33,-0.71,-0.86,-1.55,-1.09,-0.91,-1.24,-0.153,-0.049,-0.053,1.9,-0.5,1.4,-0.9800000000000001,-0.8233333333333333,-1.0766666666666667,-0.06099999999999997,0.6666666666666666,-1.22
1955-04-01,-1.22,-1.31,-1.06,-0.044,-0.1,-1.06,-0.95,-0.93,-0.9,-0.71,-0.86,-1.23,-1.09,-0.91,0.019,-0.153,-0.049,0.6,1.9,-0.5,-1.0766666666666669,-0.9733333333333333,-1.1266666666666667,-0.059333333333333294,0.7999999999999999,-1.28
1955-05-01,-1.28,-1.82,-1.1,-0.695,1.0,-1.22,-1.06,-0.95,-1.31,-0.9,-0.71,-1.06,-1.23,-1.09,-0.044,0.019,-0.153,-0.1,0.6,1.9,-1.1866666666666668,-1.3433333333333335,-1.1300000000000001,-0.23999999999999996,0.5,-1.18
1955-06-01,-1.18,-1.69,-0.96,-0.387,1.3,-1.28,-1.22,-1.06,-1.82,-1.31,-0.9,-1.1,-1.06,-1.23,-0.695,-0.044,0.019,1.0,-0.1,0.6,-1.2266666666666668,-1.6066666666666667,-1.04,-0.3753333333333333,0.7333333333333334,-1.15
1955-07-01,-1.15,-1.41,-0.86,-0.439,1.6,-1.18,-1.28,-1.22,-1.69,-1.82,-1.31,-0.96,-1.1,-1.06,-0.387,-0.695,-0.044,1.3,1.0,-0.1,-1.2033333333333336,-1.64,-0.9733333333333333,-0.507,1.3,-1.35
1955-08-01,-1.35,-1.45,-1.25,-0.43,1.5,-1.15,-1.18,-1.28,-1.41,-1.69,-1.82,-0.86,-0.96,-1.1,-0.439,-0.387,-0.695,1.6,1.3,1.0,-1.2266666666666668,-1.5166666666666666,-1.0233333333333332,-0.4186666666666666,1.4666666666666668,-1.43
1955-09-01,-1.43,-1.68,-1.35,-0.738,1.3,-1.35,-1.15,-1.18,-1.45,-1.41,-1.69,-1.25,-0.86,-0.96,-0.43,-0.439,-0.387,1.5,1.6,1.3,-1.3100000000000003,-1.5133333333333334,-1.1533333333333333,-0.5356666666666666,1.4666666666666668,-2.31
1955-10-01,-2.31,-2.4,-2.0,-0.73,1.5,-1.43,-1.35,-1.15,-1.68,-1.45,-1.41,-1.35,-1.25,-0.86,-0.738,-0.43,-0.439,1.3,1.5,1.6,-1.696666666666667,-1.843333333333333,-1.5333333333333332,-0.6326666666666666,1.4333333333333333,-2.45
1955-11-01,-2.45,-2.39,-2.0,-0.269,1.2,-2.31,-1.43,-1.35,-2.4,-1.68,-1.45,-2.0,-1.35,-1.25,-0.73,-0.738,-0.43,1.5,1.3,1.5,-2.063333333333334,-2.1566666666666667,-1.7833333333333332,-0.579,1.3333333333333333,-2.03
1955-12-01,-2.03,-2.09,-1.45,-0.3,1.0,-2.45,-2.31,-1.43,-2.39,-2.4,-1.68,-2.0,-2.0,-1.35,-0.269,-0.73,-0.738,1.2,1.5,1.3,-2.2633333333333336,-2.293333333333333,-1.8166666666666667,-0.433,1.2333333333333334,-1.2
1956-01-01,-1.2,-1.06,-1.28,-0.101,1.3,-2.03,-2.45,-2.31,-2.09,-2.39,-2.4,-1.45,-2.0,-2.0,-0.3,-0.269,-0.73,1.0,1.2,1.5,-1.8933333333333335,-1.8466666666666667,-1.5766666666666669,-0.2233333333333333,1.1666666666666667,-0.99
1956-02-01,-0.99,-0.7,-1.19,-0.021,1.6,-1.2,-2.03,-2.45,-1.06,-2.09,-2.39,-1.28,-1.45,-2.0,-0.101,-0.3,-0.269,1.3,1.0,1.2,-1.406666666666667,-1.2833333333333332,-1.3066666666666666,-0.14066666666666663,1.3,-0.83
1956-03-01,-0.83,-0.54,-1.1,-0.001,1.3,-0.99,-1.2,-2.03,-0.7,-1.06,-2.09,-1.19,-1.28,-1.45,-0.021,-0.101,-0.3,1.6,1.3,1.0,-1.006666666666667,-0.7666666666666666,-1.19,-0.04099999999999997,1.4000000000000001,-0.97
1956-04-01,-0.97,-0.66,-1.1,-0.3,0.9,-0.83,-0.99,-1.2,-0.54,-0.7,-1.06,-1.1,-1.19,-1.28,-0.001,-0.021,-0.101,1.3,1.6,1.3,-0.9300000000000003,-0.6333333333333333,-1.1300000000000001,-0.1073333333333333,1.2666666666666668,-0.8
1956-05-01,-0.8,-0.76,-0.91,-0.57,1.4,-0.97,-0.83,-0.99,-0.66,-0.54,-0.7,-1.1,-1.1,-1.19,-0.3,-0.001,-0.021,0.9,1.3,1.6,-0.866666666666667,-0.6533333333333333,-1.0366666666666668,-0.2903333333333333,1.2,-0.92
1956-06-01,-0.92,-0.85,-0.79,-0.826,1.1,-0.8,-0.97,-0.83,-0.76,-0.66,-0.54,-0.91,-1.1,-1.1,-0.57,-0.3,-0.001,1.4,0.9,1.3,-0.896666666666667,-0.7566666666666667,-0.9333333333333335,-0.5653333333333332,1.1333333333333333,-1.06
1956-07-01,-1.06,-1.03,-1.04,-1.083,1.1,-0.92,-0.8,-0.97,-0.85,-0.76,-0.66,-0.79,-0.91,-1.1,-0.826,-0.57,-0.3,1.1,1.4,0.9,-0.9266666666666671,-0.8799999999999999,-0.9133333333333334,-0.8263333333333334,1.2,-1.17
1956-08-01,-1.17,-1.06,-1.46,-0.772,1.2,-1.06,-0.92,-0.8,-1.03,-0.85,-0.76,-1.04,-0.79,-0.91,-1.083,-0.826,-0.57,1.1,1.1,1.4,-1.0500000000000003,-0.9800000000000001,-1.0966666666666667,-0.8936666666666667,1.1333333333333335,-0.98
1956-09-01,-0.98,-1.03,-1.42,-0.803,0.1,-1.17,-1.06,-0.92,-1.06,-1.03,-0.85,-1.46,-1.04,-0.79,-0.772,-1.083,-0.826,1.2,1.1,1.1,-1.0700000000000003,-1.04,-1.3066666666666666,-0.886,0.7999999999999999,-0.97
1956-10-01,-0.97,-1.07,-1.12,-0.672,1.8,-0.98,-1.17,-1.06,-1.03,-1.06,-1.03,-1.42,-1.46,-1.04,-0.803,-0.772,-1.083,0.1,1.2,1.1,-1.0400000000000003,-1.0533333333333335,-1.3333333333333333,-0.7490000000000001,1.0333333333333334,-1.14
1956-11-01,-1.14,-1.33,-0.81,-0.516,0.2,-0.97,-0.98,-1.17,-1.07,-1.03,-1.06,-1.12,-1.42,-1.46,-0.672,-0.803,-0.772,1.8,0.1,1.2,-1.0300000000000002,-1.1433333333333335,-1.1166666666666667,-0.6636666666666667,0.7000000000000001,-0.89
1956-12-01,-0.89,-1.21,-0.65,-0.151,1.1,-1.14,-0.97,-0.98,-1.33,-1.07,-1.03,-0.81,-1.12,-1.42,-0.516,-0.672,-0.803,0.2,1.8,0.1,-1.0000000000000002,-1.2033333333333334,-0.86,-0.4463333333333334,1.0333333333333334,-0.51
1957-01-01,-0.51,-0.72,-0.61,-0.437,0.6,-0.89,-1.14,-0.97,-1.21,-1.33,-1.07,-0.65,-0.81,-1.12,-0.151,-0.516,-0.672,1.1,0.2,1.8,-0.846666666666667,-1.0866666666666667,-0.6900000000000001,-0.36800000000000005,0.6333333333333333,-0.22
1957-02-01,-0.22,-0.2,-0.47,-0.564,-0.1,-0.51,-0.89,-1.14,-0.72,-1.21,-1.33,-0.61,-0.65,-0.81,-0.437,-0.151,-0.516,0.6,1.1,0.2,-0.5400000000000004,-0.71,-0.5766666666666667,-0.38400000000000006,0.5333333333333333,0.18
1957-03-01,0.18,0.26,-0.45,-0.197,0.2,-0.22,-0.51,-0.89,-0.2,-0.72,-1.21,-0.47,-0.61,-0.65,-0.564,-0.437,-0.151,-0.1,0.6,1.1,-0.18333333333333365,-0.21999999999999997,-0.51,-0.3993333333333334,0.2333333333333333,0.41
1957-04-01,0.41,0.28,-0.06,-0.3,0.2,0.18,-0.22,-0.51,0.26,-0.2,-0.72,-0.45,-0.47,-0.61,-0.197,-0.564,-0.437,0.2,-0.1,0.6,0.12333333333333303,0.11333333333333334,-0.32666666666666666,-0.35366666666666674,0.10000000000000002,0.62
1957-05-01,0.62,0.53,0.01,-0.326,-0.7,0.41,0.18,-0.22,0.28,0.26,-0.2,-0.06,-0.45,-0.47,-0.3,-0.197,-0.564,0.2,0.2,-0.1,0.40333333333333304,0.3566666666666667,-0.16666666666666666,-0.2743333333333334,-0.09999999999999998,0.63
1957-06-01,0.63,0.69,-0.38,-0.465,0.2,0.62,0.41,0.18,0.53,0.28,0.26,0.01,-0.06,-0.45,-0.326,-0.3,-0.197,-0.7,0.2,0.2,0.5533333333333331,0.5,-0.14333333333333334,-0.36366666666666675,-0.09999999999999996,0.87
1957-07-01,0.87,1.08,-0.55,-0.488,0.2,0.63,0.62,0.41,0.69,0.53,0.28,-0.38,0.01,-0.06,-0.465,-0.326,-0.3,0.2,-0.7,0.2,0.7066666666666664,0.7666666666666666,-0.3066666666666667,-0.42633333333333345,-0.09999999999999996,0.84
1957-08-01,0.84,0.88,-0.04,-0.266,-0.5,0.87,0.63,0.62,1.08,0.69,0.53,-0.55,-0.38,0.01,-0.488,-0.465,-0.326,0.2,0.2,-0.7,0.7799999999999997,0.8833333333333333,-0.32333333333333336,-0.40633333333333344,-0.033333333333333305,0.72
1957-09-01,0.72,0.65,-0.11,-0.383,-0.9,0.84,0.87,0.63,0.88,1.08,0.69,-0.04,-0.55,-0.38,-0.266,-0.488,-0.465,-0.5,0.2,0.2,0.8099999999999997,0.8700000000000001,-0.23333333333333336,-0.37900000000000006,-0.39999999999999997,0.7
1957-10-01,0.7,0.61,0.02,-0.523,0.0,0.72,0.84,0.87,0.65,0.88,1.08,-0.11,-0.04,-0.55,-0.383,-0.266,-0.488,-0.9,-0.5,0.2,0.753333333333333,0.7133333333333334,-0.043333333333333335,-0.3906666666666667,-0.4666666666666666,0.92
1957-11-01,0.92,0.91,0.07,-0.482,-1.0,0.7,0.72,0.84,0.61,0.65,0.88,0.02,-0.11,-0.04,-0.523,-0.383,-0.266,0.0,-0.9,-0.5,0.7799999999999997,0.7233333333333333,-0.006666666666666658,-0.4626666666666668,-0.6333333333333333,1.3
1957-12-01,1.3,1.25,0.34,-0.25,-0.3,0.92,0.7,0.72,0.91,0.61,0.65,0.07,0.02,-0.11,-0.482,-0.523,-0.383,-1.0,0.0,-0.9,0.973333333333333,0.9233333333333333,0.14333333333333334,-0.41833333333333345,-0.43333333333333335,1.78
1958-01-01,1.78,1.3,0.73,-0.396,-1.9,1.3,0.92,0.7,1.25,0.91,0.61,0.34,0.07,0.02,-0.25,-0.482,-0.523,-0.3,-1.0,0.0,1.333333333333333,1.1533333333333333,0.38000000000000006,-0.37600000000000006,-1.0666666666666667,1.49
1958-02-01,1.49,1.03,0.93,-0.234,-0.5,1.78,1.3,0.92,1.3,1.25,0.91,0.73,0.34,0.07,-0.396,-0.25,-0.482,-1.9,-0.3,-1.0,1.5233333333333332,1.1933333333333334,0.6666666666666666,-0.2933333333333334,-0.9,0.98
1958-03-01,0.98,0.52,0.67,-0.374,0.3,1.49,1.78,1.3,1.03,1.3,1.25,0.93,0.73,0.34,-0.234,-0.396,-0.25,-0.5,-1.9,-0.3,1.4166666666666663,0.9500000000000001,0.7766666666666667,-0.3346666666666667,-0.7000000000000001,0.46
1958-04-01,0.46,0.23,0.27,-0.348,0.4,0.98,1.49,1.78,0.52,1.03,1.3,0.67,0.93,0.73,-0.374,-0.234,-0.396,0.3,-0.5,-1.9,0.9766666666666662,0.5933333333333334,0.6233333333333334,-0.3186666666666667,0.06666666666666667,0.38
1958-05-01,0.38,0.04,0.07,-0.496,-0.5,0.46,0.98,1.49,0.23,0.52,1.03,0.27,0.67,0.93,-0.348,-0.374,-0.234,0.4,0.3,-0.5,0.6066666666666664,0.26333333333333336,0.33666666666666667,-0.4060000000000001,0.06666666666666665,0.26
1958-06-01,0.26,-0.05,0.02,-0.854,0.3,0.38,0.46,0.98,0.04,0.23,0.52,0.07,0.27,0.67,-0.496,-0.348,-0.374,-0.5,0.4,0.3,0.3666666666666664,0.07333333333333333,0.12000000000000001,-0.5660000000000001,0.06666666666666667,0.03
1958-07-01,0.03,-0.24,-0.06,-1.063,0.4,0.26,0.38,0.46,-0.05,0.04,0.23,0.02,0.07,0.27,-0.854,-0.496,-0.348,0.3,-0.5,0.4,0.22333333333333305,-0.08333333333333333,0.010000000000000004,-0.8043333333333335,0.06666666666666667,-0.01
1958-08-01,-0.01,-0.21,-0.14,-1.26,0.9,0.03,0.26,0.38,-0.24,-0.05,0.04,-0.06,0.02,0.07,-1.063,-0.854,-0.496,0.4,0.3,-0.5,0.09333333333333305,-0.16666666666666666,-0.06,-1.059,0.5333333333333333,-0.32
1958-09-01,-0.32,-0.51,-0.15,-1.303,-0.3,-0.01,0.03,0.26,-0.21,-0.24,-0.05,-0.14,-0.06,0.02,-1.26,-1.063,-0.854,0.9,0.4,0.3,-0.1000000000000003,-0.32,-0.11666666666666665,-1.2086666666666668,0.3333333333333334,-0.27
1958-10-01,-0.27,-0.5,0.01,-0.966,0.1,-0.32,-0.01,0.03,-0.51,-0.21,-0.24,-0.15,-0.14,-0.06,-1.303,-1.26,-1.063,-0.3,0.9,0.4,-0.2000000000000003,-0.4066666666666667,-0.09333333333333332,-1.1763333333333332,0.23333333333333336,0.05
1958-11-01,0.05,-0.21,-0.02,-0.674,-0.4,-0.27,-0.32,-0.01,-0.5,-0.51,-0.21,0.01,-0.15,-0.14,-0.966,-1.303,-1.26,0.1,-0.3,0.9,-0.18000000000000027,-0.4066666666666667,-0.05333333333333332,-0.9810000000000002,-0.19999999999999998,0.02
