Date,nino34,nino3,nino4,iod,soi
1989-09-01,-0.3,-0.3,-0.5,-0.5,0.5
1989-10-01,-0.4,-0.4,-0.45,-0.8,0.8
1989-11-01,-0.45,-0.59,-0.54,-0.38,-0.2
1989-12-01,-0.13,-0.38,-0.12,-0.32,-0.5
1990-01-01,0.01,-0.29,0.16,0.44,-0.1
1990-02-01,0.21,0.01,0.38,-0.09,-1.8
1990-03-01,0.04,-0.28,0.31,0.01,-0.4
1990-04-01,0.08,-0.1,0.12,-0.22,0.2
1990-05-01,0.08,0.16,-0.06,-0.63,1.2
1990-06-01,-0.08,-0.04,-0.05,-0.46,0.3
1990-07-01,0.09,0.01,0.02,0.05,0.5
1990-08-01,0.22,0.11,0.13,-0.36,-0.2
1990-09-01,0.22,0.12,0.22,-0.5,-0.7
1990-10-01,0.21,-0.14,0.39,-1.14,0.3
1990-11-01,0.1,-0.2,0.5,-0.69,-0.5
1990-12-01,0.35,-0.08,0.65,-0.35,-0.2
1991-01-01,0.49,0.13,0.58,0.07,0.6
1991-02-01,0.32,0.0,0.54,0.09,0.3
1991-03-01,0.03,-0.16,0.34,-0.06,-0.7
1991-04-01,0.19,-0.05,0.34,0.76,-0.6
1991-05-01,0.26,0.24,0.46,0.9,-1.0
1991-06-01,0.52,0.68,0.38,0.49,-0.1
1991-07-01,0.76,0.83,0.45,0.32,0.0
1991-08-01,0.68,0.51,0.47,-0.09,-0.4
1991-09-01,0.42,0.36,0.33,0.26,-1.5
1991-10-01,0.86,0.61,0.7,0.18,-1.0
1991-11-01,1.2,0.95,0.69,0.28,-0.7
1991-12-01,1.69,1.25,0.81,0.3,-1.8
1992-01-01,1.84,1.37,0.62,-0.43,-2.9
1992-02-01,1.78,1.27,0.89,-0.69,-0.9
1992-03-01,1.38,1.05,0.64,-0.61,-2.0
1992-04-01,1.2,1.17,0.46,-0.29,-1.0
1992-05-01,1.04,1.19,0.31,-0.38,0.3
1992-06-01,0.58,0.55,0.27,-0.85,-0.6
1992-07-01,0.22,-0.06,0.31,-0.56,-0.6
1992-08-01,0.05,-0.08,0.14,-1.02,0.4
1992-09-01,-0.06,-0.07,0.1,-0.72,0.1
1992-10-01,-0.3,-0.34,-0.0,-0.61,-1.4
1992-11-01,-0.28,-0.46,-0.01,-0.15,-0.7
1992-12-01,-0.15,-0.36,0.07,-0.29,-0.6
1993-01-01,0.14,-0.11,0.22,-0.02,-0.9
1993-02-01,0.41,0.39,0.1,-0.07,-0.7
1993-03-01,0.39,0.4,0.05,-0.4,-0.5
1993-04-01,0.59,0.84,0.04,-0.18,-1.2
1993-05-01,0.78,1.07,0.07,0.22,-0.3
1993-06-01,0.35,0.44,0.04,0.19,-0.8
1993-07-01,0.23,0.24,0.07,0.47,-0.8
1993-08-01,0.13,0.24,0.13,-0.15,-0.9
1993-09-01,0.35,0.32,0.3,-0.38,-0.7
1993-10-01,0.06,0.13,0.02,-0.31,-1.1
1993-11-01,0.0,-0.01,0.09,-0.22,-0.1
1993-12-01,0.16,0.09,0.18,-0.19,0.2
1994-01-01,0.1,0.2,0.11,0.2,-0.1
1994-02-01,0.06,-0.08,-0.06,-0.05,0.3
1994-03-01,0.11,-0.35,0.05,-0.23,-0.7
1994-04-01,0.26,-0.38,0.11,0.28,-1.3
1994-05-01,0.31,-0.1,0.23,0.74,-0.7
1994-06-01,0.32,-0.06,0.26,0.43,-0.4
1994-07-01,0.24,-0.28,0.5,0.72,-1.3
1994-08-01,0.53,-0.26,0.71,1.13,-1.2
1994-09-01,0.48,-0.05,0.54,0.97,-1.6
1994-10-01,0.75,0.52,0.69,1.43,-1.1
1994-11-01,1.11,0.89,0.75,0.19,-0.6
1994-12-01,1.25,0.82,0.92,0.03,-1.2
1995-01-01,1.02,0.77,0.72,-0.01,-0.4
1995-02-01,0.73,0.45,0.71,0.53,-0.1
1995-03-01,0.46,-0.03,0.71,0.3,0.8
1995-04-01,0.28,-0.4,0.52,0.31,-0.7
1995-05-01,-0.11,-0.72,0.39,-0.02,-0.4
1995-06-01,-0.14,-0.55,0.21,-0.07,0.1
1995-07-01,-0.21,-0.44,0.03,-0.57,0.4
1995-08-01,-0.63,-0.9,-0.14,-0.59,0.3
1995-09-01,-0.84,-1.04,-0.35,-0.29,0.3
1995-10-01,-0.88,-1.0,-0.45,-0.44,0.0
1995-11-01,-1.1,-1.07,-0.59,-0.71,0.0
1995-12-01,-0.95,-0.98,-0.5,0.02,-0.5
1996-01-01,-0.86,-0.81,-0.47,0.36,1.0
1996-02-01,-0.86,-0.67,-0.52,0.2,0.3
1996-03-01,-0.61,-0.53,-0.4,-0.24,1.1
1996-04-01,-0.47,-0.83,-0.46,-0.88,0.8
1996-05-01,-0.38,-0.74,-0.45,-0.46,0.3
1996-06-01,-0.44,-0.76,-0.48,-0.75,1.2
1996-07-01,-0.44,-0.64,-0.45,-0.56,0.7
1996-08-01,-0.22,-0.42,-0.32,-0.96,0.7
1996-09-01,-0.45,-0.5,-0.37,-0.82,0.6
1996-10-01,-0.44,-0.59,-0.31,-1.09,0.6
1996-11-01,-0.41,-0.66,-0.23,-0.75,-0.1
1996-12-01,-0.64,-1.01,-0.19,-0.3,0.9
1997-01-01,-0.53,-0.89,0.01,-0.01,0.5
1997-02-01,-0.37,-0.68,0.19,0.32,1.7
1997-03-01,-0.25,-0.35,0.24,0.1,-0.4
1997-04-01,0.16,-0.12,0.59,0.08,-0.6
1997-05-01,0.64,0.65,0.53,-0.04,-1.3
1997-06-01,1.09,1.51,0.26,0.14,-1.4
1997-07-01,1.56,2.09,0.47,0.54,-0.8
1997-08-01,1.89,2.59,0.5,0.35,-1.4
1997-09-01,2.13,2.84,0.68,0.74,-1.4
1997-10-01,2.36,3.08,0.58,0.99,-1.5
1997-11-01,2.41,3.27,0.69,1.55,-1.2
1997-12-01,2.29,3.3,0.57,1.07,-1.0
1998-01-01,2.38,3.08,0.64,0.77,-2.7
1998-02-01,2.03,2.49,0.59,0.13,-2.0
1998-03-01,1.34,1.92,0.3,-0.16,-2.4
1998-04-01,0.78,1.64,-0.07,0.07,-1.4
1998-05-01,0.57,1.39,-0.26,-0.02,0.3
1998-06-01,-0.39,0.37,-0.71,-0.19,1.0
1998-07-01,-0.99,-0.38,-0.78,-0.84,1.2
1998-08-01,-1.28,-0.67,-1.02,-0.75,1.2
1998-09-01,-1.26,-0.95,-1.02,-0.58,1.0
1998-10-01,-1.46,-0.99,-1.34,-0.77,1.1
1998-11-01,-1.46,-0.86,-1.45,-0.87,1.0
1998-12-01,-1.69,-1.1,-1.48,-0.43,1.4
1999-01-01,-1.69,-1.25,-1.68,-0.46,1.8
1999-02-01,-1.32,-0.88,-1.64,-0.13,1.0
1999-03-01,-0.95,-0.52,-1.35,0.12,1.3
1999-04-01,-1.11,-0.87,-1.21,-0.16,1.4
1999-05-01,-1.15,-0.81,-1.03,-0.27,0.2
1999-06-01,-1.19,-0.9,-1.01,-0.03,0.3
1999-07-01,-1.17,-0.76,-1.14,0.23,0.5
1999-08-01,-1.22,-0.84,-1.1,0.21,0.4
1999-09-01,-1.09,-1.11,-0.97,0.1,-0.1
1999-10-01,-1.23,-1.38,-0.97,-0.51,1.0
1999-11-01,-1.58,-1.5,-1.27,-0.18,1.0
1999-12-01,-1.74,-1.55,-1.36,-0.02,1.4
2000-01-01,-1.77,-1.66,-1.33,-0.01,0.7
2000-02-01,-1.55,-1.14,-1.47,0.52,1.7
2000-03-01,-0.98,-0.5,-1.43,0.76,1.3
2000-04-01,-0.87,-0.17,-1.43,0.18,1.2
2000-05-01,-0.86,-0.37,-1.29,0.33,0.4
2000-06-01,-0.79,-0.59,-0.91,0.03,-0.2
2000-07-01,-0.67,-0.62,-0.73,0.13,-0.2
2000-08-01,-0.49,-0.48,-0.62,-0.1,0.7
2000-09-01,-0.52,-0.32,-0.49,-0.02,0.9
2000-10-01,-0.7,-0.5,-0.65,-0.21,1.1
2000-11-01,-0.79,-0.7,-0.77,0.0,1.8
2000-12-01,-0.92,-0.66,-0.95,0.14,0.8
2001-01-01,-0.73,-0.42,-0.89,0.13,1.0
2001-02-01,-0.63,-0.28,-0.82,0.43,1.7
2001-03-01,-0.48,-0.01,-0.71,0.4,0.9
2001-04-01,-0.49,-0.12,-0.59,-0.02,0.2
2001-05-01,-0.34,-0.14,-0.39,-0.36,-0.5
2001-06-01,-0.19,-0.28,-0.17,-0.05,0.3
2001-07-01,-0.04,-0.27,0.09,-0.74,-0.2
2001-08-01,-0.05,-0.22,0.05,-0.39,-0.4
2001-09-01,-0.2,-0.59,0.21,-0.6,0.2
2001-10-01,-0.14,-0.43,0.19,-0.69,-0.0
2001-11-01,-0.37,-0.68,0.08,-0.23,0.7
2001-12-01,-0.41,-0.62,0.12,-0.03,-0.8
2002-01-01,-0.15,-0.49,0.4,-0.32,0.4
2002-02-01,-0.04,-0.24,0.46,0.2,1.1
2002-03-01,0.01,0.14,0.25,-0.4,-0.2
2002-04-01,0.02,0.0,0.41,-0.4,-0.1
2002-05-01,0.31,0.26,0.6,-0.54,-0.8
2002-06-01,0.72,0.57,0.64,-0.22,-0.2
2002-07-01,0.74,0.39,0.63,-0.25,-0.5
2002-08-01,0.87,0.51,0.64,-0.4,-1.0
2002-09-01,1.09,0.86,0.61,0.54,-0.6
2002-10-01,1.25,0.99,0.65,0.54,-0.4
2002-11-01,1.47,1.3,0.85,0.23,-0.5
2002-12-01,1.37,1.21,0.84,-0.24,-1.1
2003-01-01,0.6,0.57,0.57,-0.35,-0.2
2003-02-01,0.64,0.44,0.69,0.22,-0.7
2003-03-01,0.36,0.19,0.6,0.27,-0.3
2003-04-01,-0.14,-0.44,0.33,0.09,-0.1
2003-05-01,-0.61,-0.96,-0.05,0.24,-0.3
2003-06-01,-0.29,-0.59,0.1,0.36,-0.6
2003-07-01,0.21,0.12,0.19,0.32,0.3
2003-08-01,0.26,0.26,0.19,0.4,0.1
2003-09-01,0.27,0.15,0.18,-0.08,-0.1
2003-10-01,0.42,0.4,0.36,-0.19,0.0
2003-11-01,0.33,0.64,0.37,-0.32,-0.3
2003-12-01,0.43,0.77,0.43,0.07,1.1
2004-01-01,0.27,0.42,0.43,-0.02,-1.3
2004-02-01,0.23,0.3,0.38,0.04,1.2
2004-03-01,0.12,0.13,0.1,0.15,0.4
2004-04-01,0.07,-0.07,0.09,0.0,-0.9
2004-05-01,0.06,-0.45,0.11,-0.59,1.0
2004-06-01,0.13,-0.26,0.22,-0.47,-0.8
2004-07-01,0.49,-0.02,0.42,-0.3,-0.5
2004-08-01,0.76,0.24,0.55,0.05,-0.3
2004-09-01,0.81,0.45,0.69,0.09,-0.3
2004-10-01,0.73,0.54,0.7,0.02,-0.1
2004-11-01,0.66,0.63,0.76,-0.07,-0.7
2004-12-01,0.74,0.69,0.87,-0.11,-0.8
2005-01-01,0.66,0.32,0.88,-0.28,0.3
2005-02-01,0.36,-0.09,0.67,-0.79,-3.1
2005-03-01,0.45,-0.07,0.61,-0.71,0.3
2005-04-01,0.26,-0.05,0.42,0.13,-0.6
2005-05-01,0.3,0.16,0.29,0.11,-0.8
2005-06-01,0.04,0.06,0.17,-0.16,0.4
2005-07-01,-0.23,0.1,-0.11,-0.52,0.2
2005-08-01,-0.05,0.18,-0.06,-0.46,-0.3
2005-09-01,-0.04,-0.08,0.03,-0.73,0.4
2005-10-01,-0.06,-0.34,0.09,-0.71,1.2
2005-11-01,-0.59,-1.13,-0.14,-0.66,-0.2
2005-12-01,-0.92,-1.22,-0.26,-0.45,-0.0
2006-01-01,-0.91,-0.81,-0.5,-0.07,1.7
2006-02-01,-0.67,-0.35,-0.67,-0.68,0.1
2006-03-01,-0.71,-0.55,-0.59,-0.22,1.8
2006-04-01,-0.32,-0.42,-0.34,-0.07,1.1
2006-05-01,-0.09,-0.08,-0.06,-0.22,-0.5
2006-06-01,0.0,-0.01,0.06,-0.28,-0.2
2006-07-01,0.01,0.01,0.2,0.19,-0.6
2006-08-01,0.31,0.39,0.42,0.31,-1.0
2006-09-01,0.6,0.83,0.63,0.71,-0.6
2006-10-01,0.7,0.88,0.69,0.94,-1.3
2006-11-01,0.99,0.99,0.92,0.89,0.1
2006-12-01,1.14,1.14,0.92,0.46,-0.3
2007-01-01,0.7,0.87,0.65,0.26,-0.8
2007-02-01,0.13,0.08,0.46,-0.14,-0.1
2007-03-01,-0.18,-0.4,0.34,0.19,0.2
2007-04-01,-0.32,-0.63,0.1,0.15,-0.1
2007-05-01,-0.47,-0.88,-0.08,0.42,-0.1
2007-06-01,-0.35,-0.72,-0.07,0.34,0.5
2007-07-01,-0.59,-0.95,-0.22,0.36,-0.3
2007-08-01,-0.72,-1.18,-0.31,0.36,0.4
2007-09-01,-1.11,-1.27,-0.65,0.36,0.2
2007-10-01,-1.39,-1.43,-0.85,0.04,0.7
2007-11-01,-1.54,-1.62,-1.09,-0.17,0.9
2007-12-01,-1.58,-1.66,-1.12,-0.25,1.7
2008-01-01,-1.68,-1.46,-1.45,0.02,1.8
2008-02-01,-1.67,-1.24,-1.58,0.07,2.6
2008-03-01,-1.21,-0.75,-1.35,0.1,1.4
2008-04-01,-0.99,-0.46,-1.16,-0.33,0.7
2008-05-01,-0.84,-0.25,-1.11,0.16,-0.1
2008-06-01,-0.68,-0.16,-1.01,0.49,0.6
2008-07-01,-0.3,0.28,-0.83,0.79,0.3
2008-08-01,-0.13,0.5,-0.75,0.42,1.0
2008-09-01,-0.25,0.3,-0.68,0.06,1.2
2008-10-01,-0.35,0.09,-0.59,0.03,1.3
2008-11-01,-0.46,-0.12,-0.72,-0.17,1.3
2008-12-01,-0.86,-0.56,-0.81,-0.26,1.4
2009-01-01,-0.89,-0.51,-0.95,-0.13,1.1
2009-02-01,-0.79,-0.57,-0.85,0.31,1.9
2009-03-01,-0.69,-0.71,-0.58,0.39,0.4
2009-04-01,-0.35,-0.17,-0.26,-0.03,0.8
2009-05-01,0.06,0.29,-0.01,-0.13,-0.1
2009-06-01,0.31,0.56,0.18,0.01,0.1
2009-07-01,0.48,0.69,0.29,-0.52,0.2
2009-08-01,0.56,0.8,0.44,-0.3,-0.2
2009-09-01,0.68,0.78,0.57,-0.17,0.3
2009-10-01,0.89,0.78,0.92,-0.1,-1.2
2009-11-01,1.46,1.08,1.12,-0.26,-0.6
2009-12-01,1.74,1.33,1.18,0.14,-0.7
2010-01-01,1.52,1.07,1.12,0.42,-1.1
2010-02-01,1.25,0.88,0.88,0.17,-1.5
2010-03-01,0.9,0.55,0.75,0.35,-0.7
2010-04-01,0.38,0.27,0.5,0.44,1.2
2010-05-01,-0.22,-0.17,0.1,-0.21,0.9
2010-06-01,-0.69,-0.71,-0.31,-0.14,0.4
2010-07-01,-1.07,-1.01,-0.79,-0.17,1.8
2010-08-01,-1.39,-1.14,-1.25,-0.34,1.8
2010-09-01,-1.6,-1.29,-1.44,-1.16,2.2
2010-10-01,-1.69,-1.48,-1.61,-1.07,1.7
2010-11-01,-1.64,-1.52,-1.59,-0.99,1.3
2010-12-01,-1.6,-1.5,-1.45,-0.39,2.9
2011-01-01,-1.54,-1.26,-1.4,-0.05,2.3
2011-02-01,-1.11,-0.77,-1.05,-0.03,2.7
2011-03-01,-0.93,-0.73,-0.81,0.17,2.5
2011-04-01,-0.77,-0.33,-0.74,0.01,1.9
2011-05-01,-0.52,-0.29,-0.57,-0.11,0.4
2011-06-01,-0.38,-0.12,-0.51,0.06,0.2
2011-07-01,-0.43,-0.2,-0.48,-0.04,1.0
2011-08-01,-0.65,-0.39,-0.63,0.03,0.4
2011-09-01,-0.8,-0.61,-0.76,0.37,1.0
2011-10-01,-1.05,-1.06,-0.9,0.47,0.8
2011-11-01,-1.19,-1.12,-0.9,0.03,1.1
2011-12-01,-1.06,-0.92,-1.01,0.09,2.5
2012-01-01,-0.87,-0.57,-1.02,0.1,1.1
2012-02-01,-0.67,-0.19,-0.91,-0.08,0.5
2012-03-01,-0.61,-0.18,-0.77,0.19,0.7
2012-04-01,-0.5,-0.02,-0.59,-0.44,-0.3
2012-05-01,-0.32,0.09,-0.52,-0.69,0.0
2012-06-01,0.02,0.44,-0.39,0.0,-0.4
2012-07-01,0.25,0.57,-0.26,0.51,-0.0
2012-08-01,0.47,0.52,0.08,0.82,-0.2
2012-09-01,0.38,0.34,0.21,0.52,0.2
2012-10-01,0.26,0.02,0.31,0.3,0.3
2012-11-01,0.16,-0.02,0.3,0.05,0.3
2012-12-01,-0.25,-0.42,0.06,0.09,-0.6
2013-01-01,-0.53,-0.66,-0.08,0.06,-0.1
2013-02-01,-0.52,-0.56,-0.19,-0.09,-0.2
2013-03-01,-0.25,-0.12,-0.37,-0.03,1.5
2013-04-01,-0.25,-0.36,-0.27,-0.15,0.2
2013-05-01,-0.4,-0.82,-0.23,-0.62,0.8
2013-06-01,-0.42,-0.89,-0.2,-0.51,1.2
2013-07-01,-0.39,-0.7,-0.24,-0.36,0.8
2013-08-01,-0.38,-0.65,-0.18,-0.22,0.2
2013-09-01,-0.18,-0.33,-0.11,-0.34,0.3
2013-10-01,-0.2,-0.19,-0.04,-0.22,-0.1
2013-11-01,-0.14,-0.2,0.04,-0.06,0.7
2013-12-01,-0.17,-0.13,-0.06,-0.25,0.1
2014-01-01,-0.49,-0.43,-0.18,-0.15,1.4
2014-02-01,-0.62,-0.79,0.07,-0.07,0.1
2014-03-01,-0.28,-0.32,0.28,-0.44,-0.9
2014-04-01,0.08,0.06,0.35,-0.19,0.8
2014-05-01,0.32,0.38,0.53,-0.08,0.5
2014-06-01,0.23,0.53,0.39,-0.24,0.2
2014-07-01,-0.06,0.31,0.14,-0.4,-0.2
2014-08-01,-0.03,0.18,0.25,-0.57,-0.7
2014-09-01,0.29,0.37,0.39,-0.51,-0.7
2014-10-01,0.44,0.58,0.48,-0.02,-0.6
2014-11-01,0.75,0.77,0.73,0.09,-0.9
2014-12-01,0.71,0.68,0.76,-0.21,-0.6
2015-01-01,0.51,0.35,0.75,-0.36,-0.8
2015-02-01,0.42,0.05,0.87,-0.29,0.2
2015-03-01,0.47,0.1,0.9,-0.05,-0.7
2015-04-01,0.7,0.63,0.98,0.16,-0.0
2015-05-01,0.92,0.94,0.94,0.17,-0.7
2015-06-01,1.18,1.45,0.92,0.31,-0.6
2015-07-01,1.46,1.85,0.88,0.46,-1.1
2015-08-01,1.93,2.09,0.99,0.51,-1.4
2015-09-01,2.21,2.5,1.06,0.72,-1.6
2015-10-01,2.36,2.62,1.08,0.51,-1.7
2015-11-01,2.72,2.84,1.44,0.44,-0.5
2015-12-01,2.66,2.84,1.37,0.04,-0.6
2016-01-01,2.57,2.59,1.22,-0.22,-2.2
2016-02-01,2.26,1.97,1.22,-0.4,-2.0
2016-03-01,1.62,1.53,1.07,-0.24,-0.1
2016-04-01,0.91,0.62,0.74,-0.21,-1.2
2016-05-01,0.3,-0.03,0.53,-0.53,0.4
2016-06-01,-0.03,-0.14,0.39,-0.76,0.6
2016-07-01,-0.48,-0.61,0.15,-1.08,0.4
2016-08-01,-0.58,-0.53,-0.06,-0.58,0.7
2016-09-01,-0.58,-0.26,-0.25,-0.96,1.2
2016-10-01,-0.74,-0.56,-0.44,-0.84,-0.3
2016-11-01,-0.76,-0.62,-0.46,-0.46,-0.1
2016-12-01,-0.5,-0.47,-0.19,-0.28,0.3
2017-01-01,-0.43,-0.08,-0.16,0.01,0.2
2017-02-01,-0.08,0.42,-0.09,0.05,-0.1
2017-03-01,0.03,0.35,-0.03,0.31,0.9
2017-04-01,0.22,0.45,0.06,0.43,-0.2
2017-05-01,0.37,0.29,0.19,0.61,0.3
2017-06-01,0.34,0.06,0.32,0.36,-0.4
2017-07-01,0.25,0.04,0.26,0.37,0.8
2017-08-01,-0.16,-0.25,0.08,0.72,0.5
2017-09-01,-0.43,-0.72,-0.04,0.19,0.6
2017-10-01,-0.56,-0.72,-0.2,0.22,0.9
2017-11-01,-0.97,-1.08,-0.4,0.21,0.9
2017-12-01,-0.98,-1.22,-0.52,-0.14,-0.1
2018-01-01,-0.98,-1.18,-0.44,0.17,1.1
2018-02-01,-0.78,-0.9,-0.35,0.49,-0.5
2018-03-01,-0.8,-0.93,-0.22,0.08,1.5
2018-04-01,-0.51,-0.62,0.02,0.05,0.5
2018-05-01,-0.2,-0.33,0.16,0.14,0.4
2018-06-01,0.04,0.01,0.24,0.06,-0.1
2018-07-01,0.12,0.11,0.23,0.33,0.2
2018-08-01,0.09,-0.06,0.45,0.36,-0.3
2018-09-01,0.47,0.35,0.58,0.67,-0.9
2018-10-01,0.9,0.75,0.95,0.36,0.4
2018-11-01,0.9,0.9,0.92,0.46,-0.1
2018-12-01,0.89,0.92,0.91,0.41,1.0
2019-01-01,0.65,0.6,0.76,0.15,-0.0
2019-02-01,0.71,0.59,0.71,-0.06,-1.4
2019-03-01,0.81,0.64,0.64,0.03,-0.3
2019-04-01,0.62,0.55,0.52,0.3,0.1
2019-05-01,0.55,0.5,0.54,0.83,-0.4
2019-06-01,0.45,0.2,0.61,0.88,-0.5
2019-07-01,0.35,-0.1,0.76,0.8,-0.4
2019-08-01,0.04,-0.32,0.65,1.42,-0.1
2019-09-01,0.03,-0.27,0.58,1.38,-1.2
2019-10-01,0.48,0.16,0.75,1.78,-0.4
2019-11-01,0.52,0.33,0.76,1.78,-0.8
2019-12-01,0.52,0.24,0.87,0.82,-0.6
2020-01-01,0.6,0.22,0.85,0.18,0.2
2020-02-01,0.37,0.1,0.78,-0.21,-0.1
2020-03-01,0.48,0.2,0.75,-0.12,-0.1
2020-04-01,0.36,0.27,0.52,-0.08,0.2
2020-05-01,-0.27,-0.33,0.09,0.39,0.4
2020-06-01,-0.34,-0.69,0.12,0.57,-0.4
2020-07-01,-0.3,-0.59,-0.01,0.36,0.4
2020-08-01,-0.59,-0.61,-0.31,-0.16,1.1
2020-09-01,-0.83,-0.99,-0.55,-0.32,0.9
2020-10-01,-1.26,-1.1,-0.8,-0.04,0.5
2020-11-01,-1.42,-1.21,-0.9,0.07,0.7
2020-12-01,-1.15,-0.82,-1.0,0.18,1.8
2021-01-01,-1.0,-0.62,-1.05,0.26,1.9
2021-02-01,-1.0,-0.73,-0.96,0.18,1.5
2021-03-01,-0.8,-0.69,-0.65,0.1,0.4
2021-04-01,-0.72,-0.79,-0.43,0.28,0.3
2021-05-01,-0.46,-0.56,-0.21,-0.33,0.5
2021-06-01,-0.28,-0.32,-0.14,-0.47,0.4
2021-07-01,-0.39,-0.32,-0.23,-0.48,1.4
2021-08-01,-0.53,-0.45,-0.28,-0.34,0.6
2021-09-01,-0.55,-0.43,-0.54,-0.13,0.8
2021-10-01,-0.94,-0.78,-0.73,-0.69,0.7
2021-11-01,-0.94,-1.03,-0.68,-0.38,1.0
2021-12-01,-1.06,-1.27,-0.74,-0.2,1.5
2022-01-01,-0.94,-1.31,-0.37,-0.26,0.5
2022-02-01,-0.89,-1.14,-0.37,-0.37,1.1
2022-03-01,-0.97,-0.73,-0.69,-0.11,1.8
2022-04-01,-1.11,-0.92,-0.83,-0.37,1.7
2022-05-01,-1.11,-1.05,-0.8,-0.55,1.4
2022-06-01,-0.75,-0.81,-0.7,-0.69,1.7
2022-07-01,-0.69,-0.53,-0.98,-1.06,0.8
2022-08-01,-0.97,-0.67,-1.09,-1.17,1.0
2022-09-01,-1.07,-0.96,-1.17,-1.07,1.6
2022-10-01,-0.99,-1.11,-1.12,-0.97,1.7
2022-11-01,-0.9,-0.94,-0.99,-0.59,0.3
2022-12-01,-0.85,-0.82,-0.84,-0.09,2.1
2023-01-01,-0.72,-0.56,-0.66,0.09,1.4
2023-02-01,-0.46,-0.1,-0.55,0.32,1.4
2023-03-01,-0.11,0.3,-0.25,0.37,0.2
2023-04-01,0.14,0.47,0.13,0.38,0.2
2023-05-01,0.46,0.84,0.3,0.02,-1.0
2023-06-01,0.84,1.26,0.58,-0.08,0.3
2023-07-01,1.02,1.6,0.7,0.12,-0.3
2023-08-01,1.35,2.0,0.93,0.71,-0.8
2023-09-01,1.6,2.1,1.12,0.84,-1.3
2023-10-01,1.72,2.15,1.23,1.44,-0.5
2023-11-01,2.02,2.1,1.51,1.5,-0.8
2023-12-01,2.03,2.02,1.5,1.2,-0.2
2024-01-01,1.81,1.85,1.54,0.82,0.5
2024-02-01,1.52,1.52,1.26,0.3,-1.4
2024-03-01,1.13,0.83,0.99,0.54,0.4
2024-04-01,0.77,0.5,0.92,0.33,-0.2
2024-05-01,0.23,-0.19,0.79,0.16,0.5
2024-06-01,0.17,-0.27,0.71,-0.09,0.0
2024-07-01,0.04,-0.14,0.51,-0.35,-0.7
2024-08-01,-0.12,-0.29,0.41,0.26,0.9
2024-09-01,-0.26,-0.2,0.15,0.11,-0.1
2024-10-01,-0.27,-0.16,0.12,-0.36,0.5
2024-11-01,-0.25,-0.16,0.12,-0.49,0.5
2024-12-01,-0.6,-0.39,-0.28,-0.5,1.2
2025-01-01,-0.74,-0.3,-0.55,-0.39,0.2
2025-02-01,-0.43,0.02,-0.52,0.0,0.5
2025-03-01,0.01,0.45,-0.34,0.25,1.7
2025-04-01,-0.14,0.05,-0.17,0.2,0.5
2025-05-01,-0.13,-0.13,0.04,0.21,0.4
2025-06-01,-0.07,-0.08,0.17,-0.06,0.3
2025-07-01,-0.14,-0.02,0.03,-0.31,0.6
2025-08-01,-0.36,-0.25,-0.15,-0.51,0.4
2025-09-01,-0.47,-0.5,-0.27,-0.74,0.0
2025-10-01,-0.5,-0.41,-0.41,-0.97,1.1
2025-11-01,-0.7,-0.63,-0.52,-0.8,1.1
2025-12-01,-0.67,-0.8,-0.33,-0.62,-0.0
2026-01-01,-0.58,-0.64,-0.08,-0.03,1.1
2026-02-01,-0.27,-0.09,0.2,0.29,1.4
2026-03-01,-0.01,0.21,0.43,0.19,1.2
2026-04-01,0.29,0.43,0.82,0.33,-0.6
2026-05-01,0.9,1.16,1.08,-0.39,-0.9
2026-06-01,1.44,1.71,1.22,-0.58,-1.4
2026-07-01,,,,,
2026-08-01,,,,,
2026-09-01,,,,,
2026-10-01,,,,,
2026-11-01,,,,,
2026-12-01,,,,,
2027-01-01,,,,,
2027-02-01,,,,,
2027-03-01,,,,,
2027-04-01,,,,,
2027-05-01,,,,,
2027-06-01,,,,,
2027-07-01,,,,,
2027-08-01,,,,,
2027-09-01,,,,,
2027-10-01,,,,,
2027-11-01,,,,,
2027-12-01,,,,,
2028-01-01,,,,,
2028-02-01,,,,,
2028-03-01,,,,,
2028-04-01,,,,,
2028-05-01,,,,,
2028-06-01,,,,,
2028-07-01,,,,,
2028-08-01,,,,,
2028-09-01,,,,,
2028-10-01,,,,,
2028-11-01,,,,,
2028-12-01,,,,,
2029-01-01,,,,,
2029-02-01,,,,,
2029-03-01,,,,,
2029-04-01,,,,,
2029-05-01,,,,,
2029-06-01,,,,,
2029-07-01,,,,,
2029-08-01,,,,,
2029-09-01,,,,,
2029-10-01,,,,,
2029-11-01,,,,,
2029-12-01,,,,,
2030-01-01,,,,,
2030-02-01,,,,,
2030-03-01,,,,,
2030-04-01,,,,,
2030-05-01,,,,,
2030-06-01,,,,,
2030-07-01,,,,,
2030-08-01,,,,,
2030-09-01,,,,,
2030-10-01,,,,,
2030-11-01,,,,,
2030-12-01,,,,,
